ID_Contrato,Proveedor,Nit,Objeto_Contrato,Vicepresidencia,Fecha_Inicio,Fecha_Fin,Valor_Contrato_USD,Estado_Contrato,Estado_HSE
CON-2026-574,Transportes Oleoducto S.A.S.,900.800.748-8,Ingenieria de campo,VTS - Transporte,2025-02-24,2027-06-17,1172046,Suspendido,Aprobado
CON-2026-575,Operaciones Industriales Orion S.A.S.,900.580.687-5,Servicios de catering,VTS - Transporte,2025-10-29,2027-04-23,401290,En Liquidación,Aprobado
CON-2026-576,Catering Energia Colombiana S.A.S.,900.844.903-9,Inspeccion de ductos,VRE - Refinación,2026-04-30,2026-12-21,1251374,Activo,No Aprobado
CON-2026-577,Proteccion Perimetral Colombiana S.A.S.,900.127.393-7,Suministro de alimentacion,VUP - Upstream,2026-06-02,2026-09-17,632691,Activo,No Aprobado
CON-2026-578,Catering Energia Colombiana S.A.S.,900.978.363-0,Suministro de alimentacion,VUP - Upstream,2025-06-04,2027-10-01,825457,Activo,Aprobado
CON-2026-579,Seguridad Industrial Llanos Ltda.,900.596.285-8,Mantenimiento de bombas,VTS - Transporte,2025-03-28,2026-11-26,1298946,En Liquidación,Aprobado
CON-2026-580,Logistica Petrolera Nacional S.A.S.,900.888.492-3,Apoyo logistico,VUP - Upstream,2025-08-04,2027-06-19,163929,Suspendido,Aprobado
CON-2026-581,Transportes Oleoducto S.A.S.,900.153.271-7,Servicios de catering,VCO - Corporativa,2025-11-05,2027-10-31,1166777,Activo,En Alerta
CON-2026-582,Logistica Petrolera Nacional S.A.S.,900.585.368-2,Monitoreo HSE,VCO - Corporativa,2025-01-13,2027-04-22,991245,Activo,Aprobado
CON-2026-583,Operaciones Industriales Orion S.A.S.,900.799.142-1,Monitoreo HSE,VTS - Transporte,2026-03-19,2027-04-06,752477,Activo,Aprobado
CON-2026-584,Catering Energia Colombiana S.A.S.,900.770.698-6,Apoyo logistico,VUP - Upstream,2025-07-19,2027-12-15,757592,Activo,En Alerta
CON-2026-585,Servicios Integrales de Refinacion S.A.S.,900.660.110-0,Suministro de alimentacion,VRE - Refinación,2026-02-26,2026-10-09,1151559,En Liquidación,No Aprobado
CON-2026-586,Seguridad Industrial Llanos Ltda.,900.842.390-4,Transporte de personal,VRE - Refinación,2025-01-25,2026-10-03,169290,Activo,Aprobado
CON-2026-587,Proteccion Perimetral Colombiana S.A.S.,900.753.224-1,Suministro de alimentacion,VUP - Upstream,2026-01-20,2027-01-06,282458,Suspendido,Aprobado
CON-2026-588,Mantenimiento Tecnico del Magdalena S.A.S.,900.776.177-7,Inspeccion de ductos,VCO - Corporativa,2025-11-28,2027-03-21,389667,En Liquidación,Aprobado
CON-2026-589,PetroServicios del Caribe S.A.S.,900.491.497-5,Mantenimiento de bombas,VTS - Transporte,2025-09-29,2026-12-30,973952,En Liquidación,Aprobado
CON-2026-590,Seguridad Industrial Llanos Ltda.,900.724.502-2,Apoyo logistico,VRE - Refinación,2025-05-28,2027-09-15,507989,Activo,No Aprobado
CON-2026-591,Mantenimiento Tecnico del Magdalena S.A.S.,900.832.365-1,Mantenimiento de bombas,VRE - Refinación,2025-03-14,2027-03-14,985082,Activo,Aprobado
CON-2026-592,PetroServicios del Caribe S.A.S.,900.138.780-6,Inspeccion de ductos,VUP - Upstream,2025-12-04,2027-08-05,1255107,Activo,Aprobado
CON-2026-593,Mantenimiento Tecnico del Magdalena S.A.S.,900.589.546-6,Suministro de alimentacion,VUP - Upstream,2025-01-04,2027-07-29,1495485,Activo,En Alerta
CON-2026-594,Proteccion Perimetral Colombiana S.A.S.,900.648.467-5,Inspeccion de ductos,VCO - Corporativa,2025-02-26,2026-10-01,816205,En Liquidación,Aprobado
CON-2026-595,Transportes Oleoducto S.A.S.,900.961.570-4,Transporte de personal,VUP - Upstream,2025-02-10,2027-07-29,1435659,Activo,No Aprobado
CON-2026-596,Transportes Oleoducto S.A.S.,900.745.805-5,Apoyo logistico,VRE - Refinación,2026-03-25,2027-01-11,343481,Activo,Aprobado
CON-2026-597,Proteccion Perimetral Colombiana S.A.S.,900.344.600-6,Suministro de alimentacion,VTS - Transporte,2026-05-27,2027-12-29,992265,Activo,Aprobado
CON-2026-598,Servicios Integrales de Refinacion S.A.S.,900.906.838-0,Servicios de catering,VRE - Refinación,2025-08-05,2027-12-18,1011272,Suspendido,No Aprobado
CON-2026-599,Proteccion Perimetral Colombiana S.A.S.,900.338.173-0,Seguridad perimetral,VCO - Corporativa,2025-01-20,2027-10-26,1346820,Suspendido,En Alerta
CON-2026-600,Ingenieria Andina de Petroleos S.A.S.,900.114.276-0,Inspeccion de ductos,VRE - Refinación,2026-04-13,2026-12-22,1289505,Activo,En Alerta
CON-2026-601,Transportes Oleoducto S.A.S.,900.609.709-9,Transporte de personal,VRE - Refinación,2025-07-27,2027-09-10,757459,Activo,En Alerta
CON-2026-602,Logistica Petrolera Nacional S.A.S.,900.432.223-9,Monitoreo HSE,VUP - Upstream,2025-11-26,2027-02-04,145601,En Liquidación,No Aprobado
CON-2026-603,Transportes Oleoducto S.A.S.,900.380.244-6,Seguridad perimetral,VTS - Transporte,2025-06-18,2027-09-23,560959,Activo,Aprobado
CON-2026-604,Proteccion Perimetral Colombiana S.A.S.,900.485.896-2,Mantenimiento de bombas,VCO - Corporativa,2025-03-24,2026-07-07,65149,Suspendido,No Aprobado
CON-2026-605,Proteccion Perimetral Colombiana S.A.S.,900.390.526-7,Seguridad perimetral,VUP - Upstream,2025-05-27,2027-04-04,1146992,Activo,Aprobado
CON-2026-606,Ingenieria Andina de Petroleos S.A.S.,900.725.808-0,Ingenieria de campo,VUP - Upstream,2026-05-27,2026-09-29,1365316,Activo,Aprobado
CON-2026-607,Logistica Petrolera Nacional S.A.S.,900.104.671-3,Transporte de personal,VRE - Refinación,2026-06-27,2026-10-06,1347971,En Liquidación,Aprobado
CON-2026-608,Operaciones Industriales Orion S.A.S.,900.619.324-7,Transporte de personal,VTS - Transporte,2025-02-24,2027-01-15,286305,Activo,En Alerta
CON-2026-609,Mantenimiento Tecnico del Magdalena S.A.S.,900.609.280-2,Mantenimiento de bombas,VRE - Refinación,2026-01-08,2027-04-18,489541,En Liquidación,Aprobado
CON-2026-610,Mantenimiento Tecnico del Magdalena S.A.S.,900.144.206-0,Monitoreo HSE,VUP - Upstream,2025-06-11,2026-07-30,1067247,Activo,Aprobado
CON-2026-611,Seguridad Industrial Llanos Ltda.,900.838.555-9,Ingenieria de campo,VTS - Transporte,2026-03-06,2027-01-20,1469462,Activo,Aprobado
CON-2026-612,Seguridad Industrial Llanos Ltda.,900.200.342-6,Transporte de personal,VCO - Corporativa,2025-08-14,2026-09-14,1037738,Suspendido,No Aprobado
CON-2026-613,Logistica Petrolera Nacional S.A.S.,900.248.321-9,Apoyo logistico,VUP - Upstream,2026-02-01,2027-07-18,336061,Activo,Aprobado
CON-2026-614,Servicios Integrales de Refinacion S.A.S.,900.376.307-5,Seguridad perimetral,VRE - Refinación,2025-03-03,2027-04-14,336264,Activo,Aprobado
CON-2026-615,Logistica Petrolera Nacional S.A.S.,900.275.878-5,Transporte de personal,VTS - Transporte,2025-06-10,2026-12-22,1262408,Activo,Aprobado
CON-2026-616,Operaciones Industriales Orion S.A.S.,900.600.982-3,Ingenieria de campo,VCO - Corporativa,2026-04-19,2027-04-12,80416,Suspendido,No Aprobado
CON-2026-617,Seguridad Industrial Llanos Ltda.,900.353.435-6,Ingenieria de campo,VUP - Upstream,2025-06-02,2026-07-06,926131,En Liquidación,En Alerta
CON-2026-618,Operaciones Industriales Orion S.A.S.,900.134.535-8,Servicios de catering,VCO - Corporativa,2025-04-11,2027-10-07,1088688,Suspendido,Aprobado
CON-2026-619,PetroServicios del Caribe S.A.S.,900.809.849-6,Transporte de personal,VUP - Upstream,2026-01-03,2027-04-29,551350,Activo,Aprobado
CON-2026-620,Mantenimiento Tecnico del Magdalena S.A.S.,900.785.412-2,Apoyo logistico,VRE - Refinación,2026-04-11,2027-10-18,340715,Activo,Aprobado
CON-2026-621,Servicios Integrales de Refinacion S.A.S.,900.741.575-0,Suministro de alimentacion,VCO - Corporativa,2025-12-07,2027-12-26,118606,Suspendido,Aprobado
CON-2026-622,Proteccion Perimetral Colombiana S.A.S.,900.655.689-3,Suministro de alimentacion,VTS - Transporte,2025-02-26,2027-12-10,1464849,Activo,En Alerta
CON-2026-623,Logistica Petrolera Nacional S.A.S.,900.474.576-9,Mantenimiento de bombas,VTS - Transporte,2026-01-11,2026-12-27,1409316,Activo,Aprobado
CON-2026-624,Seguridad Industrial Llanos Ltda.,900.241.442-3,Monitoreo HSE,VRE - Refinación,2026-05-05,2027-01-31,522776,Activo,Aprobado
CON-2026-625,Operaciones Industriales Orion S.A.S.,900.796.533-4,Mantenimiento de bombas,VRE - Refinación,2026-01-17,2027-06-19,998773,Activo,En Alerta
CON-2026-626,Transportes Oleoducto S.A.S.,900.581.826-8,Monitoreo HSE,VTS - Transporte,2026-04-08,2027-07-12,1462026,Activo,Aprobado
CON-2026-627,Transportes Oleoducto S.A.S.,900.292.568-1,Suministro de alimentacion,VCO - Corporativa,2025-07-03,2027-04-22,211370,Suspendido,En Alerta
CON-2026-628,Ingenieria Andina de Petroleos S.A.S.,900.608.254-3,Monitoreo HSE,VRE - Refinación,2025-10-28,2027-08-31,1481103,Activo,Aprobado
CON-2026-629,Servicios Integrales de Refinacion S.A.S.,900.530.554-0,Inspeccion de ductos,VUP - Upstream,2025-03-06,2026-07-23,537227,Activo,Aprobado
CON-2026-630,Servicios Integrales de Refinacion S.A.S.,900.521.692-5,Mantenimiento electrico,VCO - Corporativa,2026-06-27,2027-09-29,1010510,En Liquidación,Aprobado
CON-2026-631,Catering Energia Colombiana S.A.S.,900.275.908-4,Transporte de personal,VCO - Corporativa,2026-01-16,2027-04-22,149235,Activo,Aprobado
CON-2026-632,Ingenieria Andina de Petroleos S.A.S.,900.733.264-8,Inspeccion de ductos,VUP - Upstream,2025-06-29,2026-12-05,388175,Activo,Aprobado
CON-2026-633,Servicios Integrales de Refinacion S.A.S.,900.688.229-7,Inspeccion de ductos,VTS - Transporte,2025-07-08,2027-01-27,1229621,Activo,Aprobado
CON-2026-634,Servicios Integrales de Refinacion S.A.S.,900.251.481-7,Monitoreo HSE,VUP - Upstream,2025-11-05,2026-11-02,102271,En Liquidación,Aprobado
CON-2026-635,Ingenieria Andina de Petroleos S.A.S.,900.569.427-2,Mantenimiento de bombas,VTS - Transporte,2025-10-30,2027-10-29,657811,Activo,Aprobado
CON-2026-636,Ingenieria Andina de Petroleos S.A.S.,900.918.678-7,Mantenimiento electrico,VRE - Refinación,2026-05-06,2026-08-11,342391,Suspendido,En Alerta
CON-2026-637,PetroServicios del Caribe S.A.S.,900.511.732-3,Apoyo logistico,VTS - Transporte,2025-04-05,2027-05-31,165413,En Liquidación,Aprobado
CON-2026-638,Operaciones Industriales Orion S.A.S.,900.327.900-4,Transporte de personal,VRE - Refinación,2025-03-27,2027-09-30,1469904,Activo,Aprobado
CON-2026-639,Operaciones Industriales Orion S.A.S.,900.503.299-7,Mantenimiento electrico,VRE - Refinación,2026-01-05,2027-08-12,360265,En Liquidación,Aprobado
CON-2026-640,Logistica Petrolera Nacional S.A.S.,900.481.112-4,Mantenimiento electrico,VTS - Transporte,2025-11-12,2027-09-30,1226571,En Liquidación,Aprobado
CON-2026-641,Mantenimiento Tecnico del Magdalena S.A.S.,900.859.525-7,Inspeccion de ductos,VUP - Upstream,2026-03-11,2027-08-29,342694,Activo,En Alerta
CON-2026-642,Ingenieria Andina de Petroleos S.A.S.,900.312.410-7,Monitoreo HSE,VTS - Transporte,2025-03-09,2027-07-20,235489,En Liquidación,Aprobado
CON-2026-643,Catering Energia Colombiana S.A.S.,900.524.279-8,Apoyo logistico,VUP - Upstream,2025-07-24,2027-01-07,850628,Activo,Aprobado
CON-2026-644,Catering Energia Colombiana S.A.S.,900.954.699-4,Apoyo logistico,VCO - Corporativa,2025-08-18,2026-07-28,55131,Activo,Aprobado
CON-2026-645,Mantenimiento Tecnico del Magdalena S.A.S.,900.227.769-4,Servicios de catering,VUP - Upstream,2026-05-19,2027-03-08,109648,Activo,Aprobado
CON-2026-646,Transportes Oleoducto S.A.S.,900.713.863-5,Ingenieria de campo,VCO - Corporativa,2026-03-23,2027-03-22,1367003,Activo,Aprobado
CON-2026-647,Transportes Oleoducto S.A.S.,900.482.624-9,Mantenimiento de bombas,VTS - Transporte,2025-06-16,2026-08-29,356471,En Liquidación,No Aprobado
CON-2026-648,Ingenieria Andina de Petroleos S.A.S.,900.465.267-0,Inspeccion de ductos,VTS - Transporte,2026-03-06,2027-06-30,152162,Activo,En Alerta
CON-2026-649,Transportes Oleoducto S.A.S.,900.626.298-2,Suministro de alimentacion,VUP - Upstream,2025-11-27,2027-05-20,1486480,Activo,Aprobado
CON-2026-650,Servicios Integrales de Refinacion S.A.S.,900.198.647-9,Mantenimiento electrico,VUP - Upstream,2025-01-14,2026-11-18,1136682,En Liquidación,Aprobado
CON-2026-651,Logistica Petrolera Nacional S.A.S.,900.448.266-1,Transporte de personal,VUP - Upstream,2026-05-31,2027-02-12,445138,Activo,En Alerta
CON-2026-652,Operaciones Industriales Orion S.A.S.,900.966.644-8,Suministro de alimentacion,VCO - Corporativa,2026-04-17,2026-09-17,294455,En Liquidación,Aprobado
CON-2026-653,Mantenimiento Tecnico del Magdalena S.A.S.,900.456.419-5,Seguridad perimetral,VCO - Corporativa,2026-06-20,2027-06-16,411144,En Liquidación,No Aprobado
CON-2026-654,Transportes Oleoducto S.A.S.,900.327.231-2,Transporte de personal,VTS - Transporte,2025-05-09,2027-01-31,323087,En Liquidación,Aprobado
CON-2026-655,Transportes Oleoducto S.A.S.,900.179.119-7,Servicios de catering,VRE - Refinación,2025-07-21,2026-10-19,118771,Suspendido,Aprobado
CON-2026-656,PetroServicios del Caribe S.A.S.,900.580.221-4,Mantenimiento de bombas,VRE - Refinación,2025-11-05,2026-07-11,252382,En Liquidación,Aprobado
CON-2026-657,Seguridad Industrial Llanos Ltda.,900.701.304-2,Mantenimiento electrico,VRE - Refinación,2025-04-03,2026-11-27,631698,En Liquidación,No Aprobado
CON-2026-658,Operaciones Industriales Orion S.A.S.,900.899.846-9,Transporte de personal,VRE - Refinación,2025-04-12,2026-07-15,1159055,Suspendido,No Aprobado
CON-2026-659,Catering Energia Colombiana S.A.S.,900.275.872-8,Mantenimiento de bombas,VRE - Refinación,2025-08-08,2027-11-29,1045550,Activo,Aprobado
CON-2026-660,Mantenimiento Tecnico del Magdalena S.A.S.,900.789.209-2,Mantenimiento electrico,VCO - Corporativa,2026-03-11,2027-02-05,1128462,Activo,Aprobado
CON-2026-661,Servicios Integrales de Refinacion S.A.S.,900.226.577-1,Monitoreo HSE,VUP - Upstream,2026-05-23,2027-07-05,654548,Activo,Aprobado
CON-2026-662,Servicios Integrales de Refinacion S.A.S.,900.605.218-6,Inspeccion de ductos,VCO - Corporativa,2025-11-16,2027-09-28,523690,Activo,Aprobado
CON-2026-663,Logistica Petrolera Nacional S.A.S.,900.293.977-1,Apoyo logistico,VTS - Transporte,2025-07-03,2026-07-14,1463813,Activo,Aprobado
CON-2026-664,Mantenimiento Tecnico del Magdalena S.A.S.,900.635.774-1,Suministro de alimentacion,VUP - Upstream,2026-02-09,2027-08-15,1288488,Activo,Aprobado
CON-2026-665,Ingenieria Andina de Petroleos S.A.S.,900.166.472-3,Mantenimiento electrico,VUP - Upstream,2026-02-18,2026-11-03,538363,Suspendido,En Alerta
CON-2026-666,Catering Energia Colombiana S.A.S.,900.883.830-9,Ingenieria de campo,VTS - Transporte,2026-02-14,2027-06-30,1047880,En Liquidación,En Alerta
CON-2026-667,Mantenimiento Tecnico del Magdalena S.A.S.,900.623.385-2,Apoyo logistico,VRE - Refinación,2025-05-06,2027-03-14,1076223,En Liquidación,No Aprobado
CON-2026-668,Ingenieria Andina de Petroleos S.A.S.,900.130.201-0,Suministro de alimentacion,VCO - Corporativa,2025-01-28,2026-12-31,852439,Activo,Aprobado
CON-2026-669,Catering Energia Colombiana S.A.S.,900.736.738-1,Suministro de alimentacion,VCO - Corporativa,2026-04-23,2027-01-23,665646,Activo,Aprobado
CON-2026-670,Catering Energia Colombiana S.A.S.,900.655.451-8,Monitoreo HSE,VRE - Refinación,2025-02-02,2027-09-14,299842,En Liquidación,Aprobado
CON-2026-671,Logistica Petrolera Nacional S.A.S.,900.553.570-0,Mantenimiento de bombas,VUP - Upstream,2025-11-07,2026-12-16,1080707,Activo,Aprobado
CON-2026-672,Logistica Petrolera Nacional S.A.S.,900.599.882-1,Ingenieria de campo,VCO - Corporativa,2026-04-27,2027-10-31,1229135,Activo,Aprobado
CON-2026-673,Mantenimiento Tecnico del Magdalena S.A.S.,900.705.486-9,Mantenimiento electrico,VTS - Transporte,2025-11-25,2026-09-01,109028,Suspendido,No Aprobado
CON-2026-674,Servicios Integrales de Refinacion S.A.S.,900.457.928-9,Mantenimiento de bombas,VTS - Transporte,2026-01-25,2026-10-08,947891,Activo,Aprobado
CON-2026-675,Servicios Integrales de Refinacion S.A.S.,900.157.777-3,Transporte de personal,VUP - Upstream,2025-11-16,2026-09-25,1492822,Activo,Aprobado
CON-2026-676,Servicios Integrales de Refinacion S.A.S.,900.273.120-8,Mantenimiento electrico,VRE - Refinación,2026-04-17,2027-09-06,1241285,Activo,Aprobado
CON-2026-677,PetroServicios del Caribe S.A.S.,900.812.580-9,Mantenimiento de bombas,VTS - Transporte,2026-01-22,2027-08-04,726166,Activo,Aprobado
CON-2026-678,Transportes Oleoducto S.A.S.,900.807.791-3,Mantenimiento electrico,VCO - Corporativa,2026-05-30,2027-06-13,399442,Activo,En Alerta
CON-2026-679,Logistica Petrolera Nacional S.A.S.,900.306.608-1,Monitoreo HSE,VUP - Upstream,2025-10-22,2027-03-29,149680,Activo,Aprobado
CON-2026-680,Seguridad Industrial Llanos Ltda.,900.739.860-1,Ingenieria de campo,VRE - Refinación,2025-12-11,2027-04-06,191074,Activo,Aprobado
CON-2026-681,Logistica Petrolera Nacional S.A.S.,900.314.455-1,Inspeccion de ductos,VTS - Transporte,2026-03-20,2027-05-17,469591,Activo,Aprobado
CON-2026-682,Operaciones Industriales Orion S.A.S.,900.564.787-8,Seguridad perimetral,VRE - Refinación,2026-06-13,2027-01-08,1259728,Activo,Aprobado
CON-2026-683,Mantenimiento Tecnico del Magdalena S.A.S.,900.374.753-8,Ingenieria de campo,VCO - Corporativa,2025-03-03,2027-12-17,470789,Activo,Aprobado
CON-2026-684,Ingenieria Andina de Petroleos S.A.S.,900.864.801-4,Servicios de catering,VCO - Corporativa,2025-11-23,2026-09-04,1379442,Activo,Aprobado
CON-2026-685,Catering Energia Colombiana S.A.S.,900.761.264-4,Ingenieria de campo,VUP - Upstream,2026-02-20,2027-03-02,288149,Activo,Aprobado
CON-2026-686,Catering Energia Colombiana S.A.S.,900.575.597-8,Servicios de catering,VCO - Corporativa,2025-02-07,2027-01-23,384198,Activo,Aprobado
CON-2026-687,Catering Energia Colombiana S.A.S.,900.774.663-2,Mantenimiento de bombas,VCO - Corporativa,2025-01-21,2026-08-26,226013,Activo,Aprobado
CON-2026-688,Transportes Oleoducto S.A.S.,900.516.472-1,Servicios de catering,VUP - Upstream,2025-08-30,2026-10-23,1247417,Activo,Aprobado
CON-2026-689,Operaciones Industriales Orion S.A.S.,900.780.948-9,Monitoreo HSE,VTS - Transporte,2026-05-24,2026-10-01,549283,En Liquidación,No Aprobado
CON-2026-690,Servicios Integrales de Refinacion S.A.S.,900.437.952-9,Servicios de catering,VUP - Upstream,2026-03-10,2027-02-09,352572,Activo,En Alerta
CON-2026-691,Catering Energia Colombiana S.A.S.,900.550.518-4,Ingenieria de campo,VRE - Refinación,2026-05-18,2027-12-29,835813,Activo,Aprobado
CON-2026-692,Operaciones Industriales Orion S.A.S.,900.533.586-3,Inspeccion de ductos,VUP - Upstream,2026-01-07,2027-10-30,821205,En Liquidación,Aprobado
CON-2026-693,Proteccion Perimetral Colombiana S.A.S.,900.135.961-0,Transporte de personal,VTS - Transporte,2026-01-29,2027-05-13,1389973,En Liquidación,Aprobado
CON-2026-694,Transportes Oleoducto S.A.S.,900.647.987-3,Apoyo logistico,VCO - Corporativa,2025-01-09,2027-08-07,585892,Suspendido,Aprobado
CON-2026-695,Seguridad Industrial Llanos Ltda.,900.404.315-2,Apoyo logistico,VTS - Transporte,2026-02-21,2026-08-04,624696,Activo,No Aprobado
CON-2026-696,Mantenimiento Tecnico del Magdalena S.A.S.,900.854.522-5,Servicios de catering,VRE - Refinación,2025-06-14,2027-03-25,1111860,Suspendido,En Alerta
CON-2026-697,Operaciones Industriales Orion S.A.S.,900.855.434-7,Mantenimiento de bombas,VRE - Refinación,2025-07-08,2027-09-28,1394481,Activo,Aprobado
CON-2026-698,Catering Energia Colombiana S.A.S.,900.421.689-1,Suministro de alimentacion,VUP - Upstream,2025-09-13,2027-12-11,1411430,Activo,Aprobado
CON-2026-699,Logistica Petrolera Nacional S.A.S.,900.911.427-7,Apoyo logistico,VUP - Upstream,2025-09-24,2026-12-25,1491722,En Liquidación,En Alerta
CON-2026-700,Catering Energia Colombiana S.A.S.,900.303.186-6,Mantenimiento electrico,VUP - Upstream,2026-02-07,2027-07-22,1246195,Activo,Aprobado
CON-2026-701,Operaciones Industriales Orion S.A.S.,900.762.726-3,Suministro de alimentacion,VCO - Corporativa,2025-07-23,2027-03-26,403906,Activo,No Aprobado
CON-2026-702,Proteccion Perimetral Colombiana S.A.S.,900.366.252-1,Mantenimiento electrico,VUP - Upstream,2025-05-01,2026-07-15,1152761,Activo,Aprobado
CON-2026-703,Mantenimiento Tecnico del Magdalena S.A.S.,900.947.789-7,Suministro de alimentacion,VUP - Upstream,2025-07-28,2027-01-12,608267,Activo,No Aprobado
CON-2026-704,Ingenieria Andina de Petroleos S.A.S.,900.541.976-3,Ingenieria de campo,VUP - Upstream,2025-10-17,2027-01-10,927303,Activo,Aprobado
CON-2026-705,PetroServicios del Caribe S.A.S.,900.397.368-3,Ingenieria de campo,VCO - Corporativa,2025-09-12,2027-07-14,1272436,Activo,En Alerta
CON-2026-706,PetroServicios del Caribe S.A.S.,900.580.236-5,Servicios de catering,VUP - Upstream,2026-01-28,2027-09-07,1302410,En Liquidación,Aprobado
CON-2026-707,PetroServicios del Caribe S.A.S.,900.153.440-3,Apoyo logistico,VTS - Transporte,2025-02-16,2026-07-06,581957,Activo,Aprobado
CON-2026-708,Logistica Petrolera Nacional S.A.S.,900.787.479-2,Monitoreo HSE,VRE - Refinación,2025-07-03,2027-03-24,406235,Activo,Aprobado
CON-2026-709,Mantenimiento Tecnico del Magdalena S.A.S.,900.235.191-5,Monitoreo HSE,VCO - Corporativa,2025-05-26,2027-03-24,295035,Activo,No Aprobado
CON-2026-710,Mantenimiento Tecnico del Magdalena S.A.S.,900.992.954-4,Mantenimiento electrico,VCO - Corporativa,2025-10-17,2027-03-27,1335410,Activo,No Aprobado
CON-2026-711,Operaciones Industriales Orion S.A.S.,900.420.546-2,Mantenimiento electrico,VCO - Corporativa,2025-06-04,2027-09-24,161615,En Liquidación,No Aprobado
CON-2026-712,Ingenieria Andina de Petroleos S.A.S.,900.136.581-4,Seguridad perimetral,VCO - Corporativa,2026-03-23,2026-10-27,1087903,Activo,Aprobado
CON-2026-713,Operaciones Industriales Orion S.A.S.,900.596.568-7,Suministro de alimentacion,VUP - Upstream,2025-05-07,2027-06-23,246247,Activo,Aprobado
CON-2026-714,Ingenieria Andina de Petroleos S.A.S.,900.867.620-4,Ingenieria de campo,VUP - Upstream,2025-01-05,2027-12-21,1247028,Activo,Aprobado
CON-2026-715,Seguridad Industrial Llanos Ltda.,900.886.610-1,Mantenimiento electrico,VRE - Refinación,2025-10-19,2026-11-02,876633,Activo,No Aprobado
CON-2026-716,Transportes Oleoducto S.A.S.,900.957.431-2,Mantenimiento de bombas,VRE - Refinación,2026-04-17,2027-11-04,1002223,Activo,No Aprobado
CON-2026-717,PetroServicios del Caribe S.A.S.,900.437.144-9,Apoyo logistico,VTS - Transporte,2025-05-13,2027-02-02,152094,Activo,Aprobado
CON-2026-718,PetroServicios del Caribe S.A.S.,900.861.172-8,Ingenieria de campo,VCO - Corporativa,2025-04-05,2027-08-13,585117,En Liquidación,Aprobado
CON-2026-719,Logistica Petrolera Nacional S.A.S.,900.191.121-3,Seguridad perimetral,VCO - Corporativa,2026-02-17,2027-04-18,1407209,Activo,No Aprobado
CON-2026-720,Transportes Oleoducto S.A.S.,900.405.602-6,Inspeccion de ductos,VUP - Upstream,2026-01-03,2026-10-07,820612,En Liquidación,Aprobado
CON-2026-721,Logistica Petrolera Nacional S.A.S.,900.587.374-9,Ingenieria de campo,VCO - Corporativa,2025-04-03,2027-09-06,822246,Activo,Aprobado
CON-2026-722,Logistica Petrolera Nacional S.A.S.,900.195.141-8,Mantenimiento electrico,VCO - Corporativa,2025-08-18,2026-12-06,1088766,Activo,Aprobado
CON-2026-723,Transportes Oleoducto S.A.S.,900.397.579-6,Suministro de alimentacion,VCO - Corporativa,2025-11-04,2026-11-30,317994,Activo,Aprobado
CON-2026-724,Seguridad Industrial Llanos Ltda.,900.635.537-4,Ingenieria de campo,VRE - Refinación,2025-03-20,2026-08-16,1126708,En Liquidación,Aprobado
CON-2026-725,Transportes Oleoducto S.A.S.,900.575.776-9,Inspeccion de ductos,VTS - Transporte,2025-09-18,2026-09-22,1105799,Activo,Aprobado
CON-2026-726,Mantenimiento Tecnico del Magdalena S.A.S.,900.283.905-2,Servicios de catering,VRE - Refinación,2025-03-27,2027-08-31,674212,Activo,En Alerta
CON-2026-727,Mantenimiento Tecnico del Magdalena S.A.S.,900.738.927-4,Mantenimiento electrico,VUP - Upstream,2025-08-05,2027-01-06,214040,Activo,En Alerta
CON-2026-728,Transportes Oleoducto S.A.S.,900.544.647-0,Mantenimiento de bombas,VCO - Corporativa,2025-04-30,2026-07-14,410155,En Liquidación,Aprobado
CON-2026-729,Logistica Petrolera Nacional S.A.S.,900.989.773-9,Apoyo logistico,VTS - Transporte,2026-01-05,2027-08-09,684717,En Liquidación,Aprobado
CON-2026-730,Seguridad Industrial Llanos Ltda.,900.214.935-0,Transporte de personal,VRE - Refinación,2025-08-03,2027-11-05,1410261,Activo,Aprobado
CON-2026-731,Operaciones Industriales Orion S.A.S.,900.295.188-4,Apoyo logistico,VUP - Upstream,2026-05-01,2027-09-06,95753,Activo,Aprobado
CON-2026-732,Mantenimiento Tecnico del Magdalena S.A.S.,900.596.582-0,Apoyo logistico,VUP - Upstream,2025-07-26,2027-04-28,1244182,Activo,No Aprobado
CON-2026-733,Servicios Integrales de Refinacion S.A.S.,900.108.205-6,Servicios de catering,VCO - Corporativa,2025-10-25,2026-08-07,1072354,En Liquidación,Aprobado
CON-2026-734,Proteccion Perimetral Colombiana S.A.S.,900.794.936-7,Transporte de personal,VRE - Refinación,2026-06-25,2026-07-20,935007,Activo,Aprobado
CON-2026-735,Catering Energia Colombiana S.A.S.,900.763.527-7,Suministro de alimentacion,VCO - Corporativa,2025-12-22,2027-10-03,964840,Activo,Aprobado
CON-2026-736,Seguridad Industrial Llanos Ltda.,900.580.452-7,Transporte de personal,VUP - Upstream,2025-12-14,2027-10-23,325059,Activo,Aprobado
CON-2026-737,Logistica Petrolera Nacional S.A.S.,900.953.789-5,Apoyo logistico,VUP - Upstream,2025-08-01,2027-04-16,1498497,Suspendido,No Aprobado
CON-2026-738,Ingenieria Andina de Petroleos S.A.S.,900.277.304-2,Ingenieria de campo,VCO - Corporativa,2025-04-14,2027-08-30,1085416,En Liquidación,Aprobado
